item_ord,content_hash,model,prompt_version,category_llm,confidence,rationale
209,5294a771aa068011,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash scenario in pgbench when using an empty pipeline with prepared mode, directly targeting a crash condition."
210,c3f62b6e60aec2e5,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a latent issue in the relation cache's copy of indisreplident, which is not a core functionality bug but rather a potential issue for extensions, thus falling under 'Other functionality'."
211,0ec7ab7ce6178424,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a script used for generating etags, which is part of client-side tooling for developers, not related to core database functionality or security."
212,bc07635d1c4e2df2,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a memory disclosure vulnerability where an unknown-type argument was misinterpreted, leading to potential exposure of server memory, which is a security hardening issue rather than a crash or wrong results."
213,8c319888b34e3b86,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses an integer overflow vulnerability that could lead to memory stomps, arbitrary code execution, and memory disclosure, which are security-critical issues, not merely a crash or corruption."
214,2cb7813e4e776b5c,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security oversight where pg_signal_backend could signal background workers and autovacuum processes, potentially exposing extensions to vulnerabilities, though no specific CVE was assigned for the core code."
215,3e47733b0e115964,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a bug that could lead to incorrect query results due to improper tracking of page downlinks during GiST index builds, directly impacting the accuracy of index searches."
216,87007ad7e4534cec,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a fundamental issue where btree index de-duplication for interval columns could lead to incorrect query results due to non-unique comparisons, directly impacting the planner's behavior and result accuracy."
217,d5c535a0cc6b3ace,qwen3:30b-a3b,v2,Performance,0.95,"The fix addresses inefficiency in BRIN index operations due to a backward distance calculation, directly improving query performance without affecting correctness or stability."
218,132b047333581eda,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect index behavior due to improper handling of timestamp values, leading to inefficient index usage and poor decisions in the planner, though the index still produced correct results."
219,b0121a96dedbf68d,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses potential calculation overflows in BRIN index operations, which could lead to incorrect behavior or failures when handling large interval values, fundamentally about ensuring correct index operations rather than security or crashes."
220,66c814261b1a780d,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash caused by improper handling of IS NULL conditions on partition keys in hash-partitioned tables, which is fundamentally about preventing a crash rather than security or other categories."
221,b3a61fe5e1fe78c7,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where the MERGE operation might make incorrect decisions due to improper rechecking of joined tables during concurrent updates, directly impacting query result correctness."
222,76d0d8f1a2b66318,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue where the target table in an inherited UPDATE/DELETE/MERGE was incorrectly identified, leading to improper trigger firing and errors, which fundamentally affects query results and planner behavior."
223,f8e60d0477daa5ce,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where the query planner might miss rows due to improper handling of ScalarArrayOpExpr clauses during index scan restoration, directly impacting query result correctness."
224,9baddc33a3ed5b99,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak during query execution, which is a resource management issue that can lead to crashes or corruption if unaddressed."
225,e373dfb98eb4a25f,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak, which is a form of resource corruption that can lead to crashes or instability, rather than a security vulnerability or incorrect results."
226,80b17a8d6d8743dc,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix prevents a crash when applying cursor_to_xmlschema() to a non-data-returning Portal, directly addressing a crash condition."
227,d91d98f987649007,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an incorrect error message when applying pgrowlocks() to a partitioned table, which relates to the planner's handling of partitioned tables and ensuring correct behavior, not a crash, security issue, or other category."
228,835672d5ef8bf5df,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses incorrect behavior when applying functions to invalid indexes, ensuring proper error reporting and preventing unexpected failures, which aligns with the 'Wrong results & planner' category as it pertains to the correctness of SQL function outputs and behavior."
229,847265d46025cf12,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue where the function pg_stat_reset_single_table_counters() was not functioning correctly for shared catalogs, leading to incorrect statistics resets, which falls under wrong results due to improper behavior in the statistics tracking system."
230,14ded2910f8aec1c,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a memory allocation failure with long inputs, which is a crash or corruption issue rather than a security vulnerability or other category."
231,e721ae449bc1d5d5,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an over-allocation issue in tsvectorrecv() that could lead to incorrect behavior (maximum total lexeme length exceeded failures) for vectors within the expected length limits, impacting the correctness of text search results."
232,6539e28f6e2e39aa,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect coding in a function that affects index split decisions, leading to potential poor query planning and incorrect results, not a security issue, crash, or other category."
233,e4687c404a3d91c9,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses corrupt PGLZ compressed data, which directly relates to data corruption issues rather than security vulnerabilities or other categories."
234,0654010824764d6e,qwen3:30b-a3b,v2,Wrong results & planner,0.8,"The fix addresses a missing error check in COPY FROM that would have led to an incorrect internal error message instead of a clear user-facing error for unsupported encoding conversions, which affects the correctness of the operation."
235,cf49ef4f87516859,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash condition in EXPLAIN when handling a parameter with a NULL boot-time value, which is a direct crash issue rather than a security or functional correctness problem."
236,f093f6a1db4ee473,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses potential misbehavior in catalog entries due to toasting, which relates to correct data handling and query planning, not security, crashes, or other categories."
237,71a54cb36159dee7,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a race condition that could cause improper handling of signals in child processes, potentially leading to duplicate cleanup actions and system instability or crashes."
238,84a57f73d2cdb22d,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses potential corruption or crashes caused by non-atomic reads of pg_control during concurrent server writes, specifically handling torn reads via CRC checks and retries."
239,ded6efd96f1d03ca,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses inconsistent reads of pg_control, which could lead to data corruption or crashes due to torn reads in SQL functions."
240,049ee2a175b7b3dc,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential integer overflow that could lead to incorrect memory allocation, risking crashes or memory corruption."
241,253edc452eaf4a09,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses inconsistent progress statistics during ANALYZE on inherited tables, which relates to the planner's handling of table inheritance and data consistency, not security, crashes, or other categories."
242,81c0a34a10a995f8,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses background writer statistics reporting, which is a non-critical operational detail rather than a security, crash, performance, or other primary category."
243,3eb6fe813d3455df,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a specific behavior in WAL I/O statistics reporting, which is a minor operational detail rather than a security issue, crash, or performance problem."
244,fd000ee64889b21a,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner issue where cached CALL statements were not being re-planned after DDL changes, causing incorrect behavior or errors, which directly relates to query planning and result accuracy."
245,62d16c8368eeec67,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential crash caused by attempting to free a NULL pointer during OpenSSL connection setup, which is a classic memory management issue leading to a crash."
246,c39b19328a3282c9,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential for assertion failures, core dumps, or varno errors, which are directly related to crash and corruption issues."
247,26fd78a7d1e6ce4f,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a dependency tracking issue in the query planner for scalar array operations, which could lead to incorrect query results if the referenced functions were altered or removed."
248,af88564a99106726,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses an out-of-memory error that could cause inconsistent state and an infinite loop, which is a crash or corruption issue rather than a security vulnerability or other category."
249,55104c4b25e2658b,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses an assertion failure during logical decoding retries, which is a crash-related issue rather than a security vulnerability or functional error."
250,3174d7399ee22886,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses an incorrect handling of out-of-memory errors during WAL replay, which could lead to inconsistent state and potential data corruption, rather than a security vulnerability or other category."
251,d1cad5454e798f42,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a potential recovery failure related to memory allocation from a WAL record length field, directly impacting replication and recovery processes."
252,c5a99674b95c1fbb,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a race condition that could cause the autovacuum launcher to get stuck, which is a stability issue leading to potential corruption or unresponsiveness, not a security vulnerability or a direct crash."
253,a5528b7931357fb4,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses an integer overflow that could lead to memory corruption or crashes, specifically in the context of logical tape management, which is a critical system component."
254,b636f13353d854ef,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses an unintended close of the syslogger process's stdin, which is a functional behavior issue rather than a security vulnerability, crash, or other primary category."
255,211303b0072a47ea,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a planner issue related to cache revalidation of utility statements, preventing potential failures in statement processing that could lead to incorrect behavior or results."
256,65be578a1da4f14e,qwen3:30b-a3b,v2,Crash & corruption,0.95,The fix addresses potential dangling pointer issues that could lead to crashes or data corruption when tuple slots outlive their descriptors.
257,853bbfff6de9a5f0,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix adjusts how the search_path is recalculated after role renaming, which is a functional change to role management behavior rather than a security, crash, performance, or other specific category."
258,8bf50113c32e81e7,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a platform-specific issue related to dynamic shared memory configuration on Windows, which falls under build and platform compatibility concerns."
259,71b4325dcccca99d,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash safety violation where WAL was written before marking buffers dirty, which could lead to data corruption or crashes upon recovery."
260,7bbc945a900138b3,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses an incorrect assertion in PL/Python exception handling, which is a functional issue related to the behavior of the PL/Python procedural language, not a security vulnerability, crash, or performance problem."
261,478b127891753e46,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses an issue in pg_dump, a client tool, specifically preventing an assertion failure when dumping the pg_catalog schema."
262,4c569271cf3492c7,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a specific behavior in pg_restore regarding ACL handling, which is a functional enhancement rather than a security, crash, performance, or other primary category."
263,3e40cb7661f41378,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix adds a check for obsolete data types during database upgrades, which is a functional enhancement to ensure compatibility and prevent errors, not related to security, crashes, performance, or other specified categories."
264,5420bfdcf223ceb7,qwen3:30b-a3b,v2,Client tools,0.9,"The fix addresses an issue in pg_basebackup, a client tool, specifically preventing invalid temporary slot names when using pgbouncer, which is a connection pooler for PostgreSQL."
265,8c83fcb2888214b1,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses an issue in pgbench, a client tool, specifically preventing false 'too many client connections' errors on Windows, which is a client-side tool behavior rather than a core server or security issue."
266,4624d8cfb54250fd,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses false-positive corruption reports in amcheck, which mislead users about index integrity, fundamentally about incorrect results rather than security, crashes, or other categories."
267,3b7470fda94ef508,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue where index scans using specific operators on interval columns did not return all expected entries, directly impacting query correctness and planner behavior."
268,1e824e3f7c63901c,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix adds support for new LLVM versions, which relates to build and platform compatibility."
269,c952311ca8c13dcb,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses build-time warnings and linker behavior changes specific to macOS Xcode 15, which falls under platform and build-related issues."
270,fae2a0678034d873,qwen3:30b-a3b,v2,Extensions & contrib,0.95,"The fix addresses a build-time dependency issue for the contrib/unaccent extension, specifically handling the fallback to Python when configuration options are missing, which is directly related to the extension's build process."
271,27b185e0dd4de8f1,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix removes a non-standard timezone abbreviation from the default list, addressing a compatibility issue with modern OS distributions without impacting core functionality or security."
272,8df07b0374a43201,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability where a materialized view owner could exploit weak security restrictions during a concurrent refresh to execute code with elevated privileges, which is fundamentally a security hardening issue despite the mention of a CVE."
273,d73d6928fd862300,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak causing out-of-memory conditions, which is a form of resource corruption leading to potential crashes or instability."
274,96d8405d7b1b5683,qwen3:30b-a3b,v2,Performance,0.95,"The fix addresses O(N^2) behavior in LWLock dequeueing, resulting in substantial throughput improvements, which directly relates to performance optimization."
275,6da3df2e08c5e3b2,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect query plans leading to wrong answers or failures, which directly relates to query planning and result accuracy."
276,e6cad0f8640b88d8,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect query results caused by improper handling of subquery output expressions in the query planner, specifically when lateral references interact with outer joins."
277,da53aec534af3419,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a misprocessing issue in window function run conditions that could cause a 'WindowFunc not found' error, directly impacting query results and planner behavior."
278,2a457265b07056e2,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where MERGE operations could incorrectly trigger actions like AFTER UPDATE triggers or RLS checks during cross-partition updates, which would lead to failures or incorrect behavior, aligning with the 'Wrong results & planner' category as it ensures the operation behaves as expected without unintended side effects."
279,57debdda55e67075,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where BEFORE ROW DELETE triggers could cause MERGE updates to fail or trigger assertions, which impacts the correctness of query execution and planner behavior."
280,b34f6ac88d6ce73f,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a potential issue where non-updated columns might display garbage data due to accessing a buffer that was no longer pinned, which directly impacts the correctness of query results."
281,cc90c20fa6a504a1,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential crash caused by requesting an invalid shared-memory area size in parallel hash joins, which could lead to memory allocation errors."
282,bd4baa07095292fe,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses assertion failures in heap_update() and heap_delete() functions, which are critical for preventing crashes during database operations, particularly when foreign-key enforcement triggers fail visibility checks."
283,fe63326dc32b50fa,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a non-critical assertion in the BRIN bloom operator classes, which is a minor functionality adjustment rather than a security issue, crash, or performance problem."
284,f9d880a50d0ff6a5,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a failure in the ALTER TABLE command due to incorrect handling of inheritance paths, which would lead to inconsistent or incorrect schema changes, fundamentally related to the planner's logic for managing inheritance trees."
285,39bc60b769a2c93f,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue with duplicate token names in a configuration command, which affects the correctness of text search configuration and could lead to unexpected behavior or incorrect results in text search operations."
286,4e385c2c06dd9129,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a potential concurrency issue that could lead to tuple deletion errors, which falls under crash or data corruption scenarios."
287,7201de78e39d6aa2,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect handling of function volatility in expressions, which could lead to improper acceptance or rejection of clauses and incorrect optimization, fundamentally affecting query results and planner behavior."
288,4e98f30d47b395d4,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a race condition that could cause a stale catalog cache entry to persist, leading to incorrect query results or planner behavior due to outdated metadata."
289,ce05abdf6c68ce2e,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a specific edge case where the result of 0 - INT64_MIN was incorrectly computed on certain platforms, leading to a wrong result instead of an overflow error, which is a fundamental issue in result correctness."
290,04a1c3bd79e1085d,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect results due to undetected Julian-date overflow in timestamp arithmetic, which directly impacts result accuracy rather than security, crashes, or other categories."
291,e938fddd4e18c3ad,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect results due to missing overflow checks in interval arithmetic operations, which directly impacts result accuracy rather than security or crash behavior."
292,392d986dd75b5b63,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses stale statistics potentially leading to incorrect query planning or results, which directly impacts the accuracy of query execution and planning."
293,3076e325b3516d3b,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue where the pg_file_settings view did not correctly report invalid values for certain settings, leading to incorrect data presentation, which falls under wrong results due to a planner or view logic error."
294,8b8fe18cc8206786,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a potential misbehavior due to mismatched collation between an index and partition key, which affects query results and planner decisions."
295,673e91996c3bccff,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential failure or crash scenario when dropping a child index concurrently with a REINDEX operation on a partitioned index, which is a concurrency-related issue that could lead to corruption or crash."
296,820e96f8e6bba1c2,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a concurrency issue that could cause index corruption due to insufficient locking, directly relating to data integrity and corruption risks."
297,ee1bc4ee7f5dc4b1,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential crash caused by premature buffer pin release during concurrent GIN index insertion, which could lead to resource ownership issues and corruption."
298,60596938d39efdab,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue where using a specific index type could cause errors, impacting query execution and results, rather than security, crashes, or other categories."
299,442821f1d067fc54,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a reporting issue in ownership change for large objects, which is a functional behavior rather than a security, crash, performance, or other primary category."
300,2c04294f5ec99d77,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix corrects a labeling issue in EXPLAIN (BUFFERS) output, which is a minor documentation or user-interface adjustment rather than a security, crash, performance, or other core functionality change."
301,bf4e77e34236e06c,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses durability issues related to database creation and recovery after a crash, specifically ensuring that critical files are properly written to disk to prevent recovery failures or missing files in backups."
302,83726bccd8ecddf8,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix adds more LOG messages for diagnostic purposes during recovery, which is a functional enhancement rather than addressing security, crashes, performance, or other specific categories."
303,e5c6c4aa4fb6e2e0,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where queries might return incorrect results due to improper handling of dead index tuples during subtransactions, specifically affecting the planner's behavior in replication scenarios."
304,5d70e9f6f7d1b835,qwen3:30b-a3b,v2,Security hardening (no CVE),0.9,"The fix addresses an integer overflow hazard that could lead to memory corruption or security vulnerabilities, even if it's latent in most environments, as it fundamentally involves a memory-safety weakness."
305,adf0d77fb8163db2,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a deadlock scenario specifically involving logical replication apply workers, tablesync workers, and subscription alterations, which directly pertains to replication and recovery mechanisms."
306,b0f715b0772af450,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a logical replication issue where pgoutput plugin incorrectly transmitted NULL instead of default values for new columns added with ALTER TABLE, directly impacting replication consistency between primary and subscriber."
307,b6c1fced09bb74a8,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses an issue in logical replication's initial sync process specifically for tables with no columns, which directly relates to replication functionality and recovery mechanisms."
308,9d0c845c866a4a9a,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a logical decoding issue related to transaction snapshot handling during replication, specifically ensuring correct catalog lookups in the context of transaction boundaries."
309,6430a284409f94b7,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a specific behavior in client-server communication regarding password challenges, which is a functional aspect of the authentication process rather than a security vulnerability, crash, or performance issue."
310,8c9de1072cc49b37,qwen3:30b-a3b,v2,Build & platform,0.9,"The fix addresses a compatibility issue with OpenSSL 3.2 by adjusting how private storage is handled, which is a platform-specific build and integration concern rather than a security, crash, or functional issue."
311,926573f351f165a1,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a rare error reporting issue that could lead to incorrect error messages, potentially causing confusion or misdiagnosis of connection failures, but does not directly address security vulnerabilities or memory corruption."
312,6ceb8012610edf6a,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a resource leak (file descriptor leakage) which could lead to resource exhaustion or corruption, rather than a security vulnerability or other category."
313,f281ce621bd22258,qwen3:30b-a3b,v2,Wrong results & planner,0.7,"The fix changes error reporting from internal to out-of-memory, which affects how errors are handled but doesn't directly relate to security, crashes, or other categories; it's about correct error messaging for resource issues."
314,b2c49ae23af53b7d,qwen3:30b-a3b,v2,Extensions & contrib,0.9,"The fix addresses a specific feature in PL/pgSQL related to supporting SQL-standard function and procedure creation syntax, which falls under extension or contrib functionality."
315,5d59ef237dc31a60,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a potential busy-loop in the application due to mismanaged pipeline state after errors, which could cause resource exhaustion or crashes, not a security issue or incorrect results."
316,3d6a140e5cde0f5c,qwen3:30b-a3b,v2,Client tools,0.9,"The fix addresses behavior of libpq's PQsendFlushRequest() function, which is part of the client library for PostgreSQL, making it consistent with other PQsend functions."
317,042cd1d1cc35e46a,qwen3:30b-a3b,v2,Security hardening (no CVE),0.9,"The fix addresses a race condition in OpenSSL initialization, which could lead to security vulnerabilities or memory safety issues, making it a security hardening fix rather than a crash or performance issue."
318,a92769fd42a45f77,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a timing-dependent failure in GSSAPI data transmission that could lead to a failure in non-blocking mode, which is a reliability issue causing potential crashes or data corruption."
319,798980141a63f0d1,qwen3:30b-a3b,v2,Extensions & contrib,0.95,"The fix addresses the incorrect dumping of RLS policies and security labels for extension member objects in pg_dump, which is fundamentally about handling extension-related functionality correctly."
320,b7938145c94af1b4,qwen3:30b-a3b,v2,Other functionality,0.95,"The fix adjusts pg_dump's behavior to skip dumping extended statistics objects when their underlying table isn't being dumped, aligning with existing behavior for other dependent objects, which is a functional adjustment rather than a security, crash, or performance issue."
321,b27a76d4b03a434e,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a scripting error in pgbench, a client tool, by making it error out on an unmatched pipeline command rather than behaving oddly."
322,3935e11d9866576b,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash occurring during insertion into a GIST index with a specific array value, directly relating to crash prevention."
323,fc8c42d875651aef,qwen3:30b-a3b,v2,Extensions & contrib,0.95,"The fix addresses a specific issue within the contrib extension 'pageinspect', which is part of PostgreSQL's extension ecosystem, focusing on improving error reporting for a function related to partitioned hash indexes."
324,d41f7d32686bbb20,qwen3:30b-a3b,v2,Extensions & contrib,0.95,"The fix addresses a specific error message in the contrib extension pgstattuple's function for partitioned hash indexes, which falls under extension functionality."
325,598b3b9e1753c379,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a Windows-specific behavior related to subprocess execution in pg_ctl and pg_regress, specifically handling cmd.exe's autorun registry settings, which falls under platform-specific build and runtime behavior."
326,e188a798ce03dc70,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a build-time issue by moving a function to avoid including a problematic header, which is a platform or build configuration concern."
327,9f4bc61eeb0ad9e6,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses compilation issues with a specific version of libxml2, which is a build-time dependency, indicating a platform or build system compatibility issue."
328,8cc4ad566a20f3d4,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a compilation issue specific to Windows, which falls under build and platform compatibility concerns."
329,cf3ed4e3031635c0,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses compiler warnings related to Python header files, which is a build-time issue rather than a functional or security concern."
330,ee44698d5e29c006,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a deprecation warning during compilation with LLVM 18, which is related to build system compatibility and platform-specific compiler behavior."
331,8b64203cca853095,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability where non-owner users could access sensitive statistics data through pg_stats_ext views, requiring explicit access control to the table owner to prevent exposure of security-relevant information."
332,b1aad7eacfea9480,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect behavior in INSERT operations involving domain types, which affects result accuracy and query planning."
333,77c8e0f5b0a2bd88,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix enforces a SELECT privilege requirement for MERGE with DO NOTHING, closing a security edge case where no privileges were needed, which is fundamentally about access control hardening rather than a crash or functional issue."
334,f1f6a21254f789ec,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where the MERGE statement could produce incorrect results due to ambiguous row matching or concurrent updates, aligning with the SQL standard and ensuring correct behavior rather than crashes or security issues."
335,d80a4f9e3bbf3b16,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner error where NULL partition pruning was incorrectly applied, leading to incorrect query results when using a boolean IS NOT clause on a partitioned table."
336,2c6027d3d4eede80,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a missing feature in ALTER FOREIGN TABLE SET SCHEMA that was not moving owned sequences, aligning it with the behavior of regular tables, which is a functional enhancement rather than a security, crash, or performance issue."
337,87db949a66d2dabb,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a consistency issue in sequence persistence behavior for identity columns during ALTER TABLE, which is a functional enhancement rather than a security, crash, performance, or replication-related issue."
338,db645932589edd49,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix improves an error message for a specific SQL operation, which is a user experience enhancement rather than addressing security, crashes, performance, or other core categories."
339,5ad0ea0f7c1c10f3,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix adjusts the case sensitivity of strategy keywords in CREATE DATABASE to align with other options, which is a minor functional consistency improvement rather than addressing security, crashes, performance, or other core categories."
340,decc9ff738b59892,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an inconsistency in how EXPLAIN counts heap pages during a bitmap heap scan, which directly impacts the accuracy of query plan analysis and result interpretation."
341,85d8040cf387e782,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue in EXPLAIN's output for subplans in MERGE, which affects the accuracy of the query plan visualization, not a security or crash issue."
342,3a4c2b90f2d4dba2,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential deadlock during cleanup of orphaned temporary tables, which could lead to system hangs or corruption, not a security issue or other category."
343,14ec7081958f5d43,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a potential confusion in VACUUM's computation of frozen-XID values, which could lead to incorrect results in transaction ID management, affecting data consistency and query planning."
344,2b12a734c789bb02,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a reporting issue in parallel vacuuming statistics, which is a functional enhancement rather than a security, crash, performance, or other core category."
345,52eff55297caf53d,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix prevents a specific operation that could lead to incorrect behavior or planner issues, rather than addressing a security flaw or crash directly."
346,a2c440816d6218f1,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a fundamental issue in query planning where join conditions were applied at the wrong plan level, causing incorrect query results, which directly relates to the 'Wrong results & planner' category."
347,7aa4f827464197c1,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a potential misbehavior in window function optimization, specifically preventing incorrect results due to a flawed optimization of ntile() and count() with non-constant arguments, which aligns with the 'Wrong results & planner' category as it directly impacts query correctness."
